COUNTYFP,NEVER,RARELY,SOMETIMES,FREQUENTLY,ALWAYS,State fips
49019,0.056,0.111,0.098,0.176,0.558,49
49021,0.065,0.036,0.22,0.262,0.417,49
49023,0.335,0.023,0.079,0.193,0.369,49
49025,0.061,0.041,0.226,0.227,0.445,49
49027,0.432,0.023,0.088,0.171,0.286,49
49029,0.092,0.155,0.053,0.37,0.33,49
49031,0.097,0.061,0.266,0.3,0.276,49
49033,0.077,0.113,0.062,0.327,0.421,49
49035,0.028,0.032,0.094,0.202,0.644,49
49037,0.04,0.064,0.042,0.21,0.644,49
49039,0.107,0.043,0.104,0.273,0.473,49
49041,0.152,0.096,0.171,0.3,0.282,49
49043,0.018,0.1,0.054,0.177,0.651,49
49045,0.002,0.114,0.141,0.212,0.532,49
49047,0.121,0.269,0.046,0.389,0.175,49
49049,0.068,0.035,0.195,0.244,0.458,49
49051,0.039,0.063,0.056,0.254,0.588,49
49053,0.034,0.056,0.123,0.269,0.518,49
49055,0.068,0.129,0.114,0.269,0.42,49
49057,0.066,0.089,0.072,0.287,0.486,49
50001,0.029,0.045,0.086,0.139,0.702,50
50003,0.028,0.058,0.061,0.084,0.77,50
50005,0.076,0.121,0.078,0.154,0.57,50
50007,0.031,0.07,0.065,0.115,0.718,50
50009,0.054,0.075,0.083,0.158,0.631,50
50011,0.042,0.058,0.056,0.134,0.71,50
50013,0.031,0.039,0.088,0.113,0.729,50
50015,0.027,0.181,0.062,0.141,0.59,50
50017,0.029,0.095,0.073,0.107,0.696,50
50019,0.07,0.174,0.061,0.149,0.546,50
50021,0.031,0.037,0.088,0.205,0.639,50
50023,0.051,0.19,0.104,0.05,0.604,50
50025,0.075,0.031,0.035,0.151,0.708,50
50027,0.061,0.055,0.03,0.227,0.627,50
51001,0.001,0.019,0.055,0.1,0.824,51
51003,0.023,0.022,0.054,0.093,0.81,51
51005,0.145,0.034,0.123,0.174,0.525,51
51007,0.013,0.069,0.116,0.13,0.672,51
51009,0.064,0.033,0.074,0.204,0.625,51
51011,0.063,0.018,0.105,0.204,0.61,51
51013,0.01,0.018,0.035,0.187,0.75,51
51015,0.029,0.037,0.061,0.173,0.701,51
51017,0.099,0.045,0.121,0.165,0.57,51
51019,0.052,0.09,0.115,0.248,0.495,51
51021,0.081,0.114,0.2,0.166,0.44,51
51023,0.043,0.079,0.106,0.221,0.551,51
51025,0.006,0.003,0.158,0.145,0.688,51
51027,0.037,0.099,0.219,0.181,0.463,51
51029,0.02,0.01,0.124,0.132,0.714,51
51031,0.07,0.04,0.083,0.222,0.585,51
51033,0.047,0.032,0.031,0.14,0.75,51
51035,0.064,0.073,0.084,0.285,0.496,51
51036,0.017,0.02,0.103,0.177,0.683,51
51037,0.084,0.025,0.148,0.133,0.61,51
51041,0.026,0.03,0.08,0.216,0.649,51
51043,0.013,0.036,0.057,0.154,0.74,51
51045,0.017,0.022,0.148,0.182,0.632,51
51047,0.053,0.068,0.013,0.213,0.653,51
51049,0.012,0.055,0.098,0.137,0.699,51
51051,0.031,0.129,0.129,0.182,0.528,51
51053,0.022,0.016,0.104,0.193,0.664,51
51057,0.016,0.081,0.181,0.16,0.563,51
51059,0.018,0.016,0.054,0.163,0.748,51
51061,0.04,0.013,0.042,0.133,0.772,51
51063,0.079,0.063,0.092,0.256,0.51,51
51065,0.037,0.014,0.077,0.1,0.772,51
51067,0.074,0.098,0.069,0.189,0.57,51
51069,0.026,0.048,0.048,0.264,0.614,51
51071,0.066,0.09,0.14,0.137,0.567,51
51073,0.003,0.004,0.035,0.234,0.724,51
51075,0.034,0.043,0.065,0.097,0.761,51
51077,0.141,0.065,0.07,0.196,0.527,51
51079,0.011,0.038,0.052,0.153,0.747,51
51081,0.014,0.002,0.145,0.158,0.681,51
51083,0.092,0.028,0.072,0.165,0.643,51
51085,0.043,0.052,0.087,0.25,0.568,51
51087,0.04,0.037,0.071,0.191,0.662,51
51089,0.063,0.085,0.132,0.154,0.566,51
51091,0.059,0.041,0.103,0.197,0.599,51
51093,0.039,0.055,0.059,0.277,0.569,51
51095,0.006,0.008,0.005,0.231,0.75,51
51097,0.007,0.041,0.149,0.191,0.612,51
51099,0.151,0.044,0.086,0.053,0.666,51
51101,0.012,0.072,0.201,0.169,0.546,51
51103,0.001,0.022,0.121,0.178,0.678,51
51105,0.107,0.135,0.072,0.104,0.582,51
51107,0.014,0.012,0.038,0.173,0.763,51
51109,0.025,0.045,0.036,0.146,0.748,51
51111,0.068,0.006,0.134,0.143,0.649,51
51113,0.017,0.097,0.064,0.154,0.668,51
51115,0.001,0.001,0.049,0.19,0.76,51
51117,0.063,0.022,0.128,0.14,0.648,51
51119,0.001,0.004,0.103,0.237,0.654,51
51121,0.056,0.042,0.09,0.171,0.64,51
51125,0.011,0.015,0.106,0.167,0.701,51
51127,0.008,0.035,0.079,0.17,0.708,51
51131,0.001,0.037,0.089,0.112,0.761,51
51133,0.017,0.038,0.095,0.141,0.71,51
51135,0.044,0.014,0.099,0.182,0.661,51
51137,0.033,0.132,0.038,0.153,0.643,51
51139,0.025,0.052,0.237,0.166,0.52,51
51141,0.042,0.098,0.166,0.203,0.491,51
51143,0.106,0.045,0.147,0.135,0.567,51
51145,0.012,0.092,0.074,0.162,0.66,51
51147,0.059,0.009,0.138,0.154,0.64,51
51149,0.033,0.033,0.127,0.189,0.619,51
51153,0.047,0.027,0.055,0.11,0.761,51
51155,0.083,0.055,0.166,0.173,0.523,51
51157,0.023,0.019,0.077,0.164,0.717,51
51159,0.015,0.07,0.109,0.167,0.64,51
51161,0.065,0.045,0.077,0.205,0.607,51
51163,0.015,0.112,0.068,0.13,0.675,51
51165,0.034,0.062,0.139,0.212,0.553,51
51167,0.082,0.137,0.212,0.24,0.329,51
51169,0.074,0.124,0.121,0.157,0.523,51
51171,0.023,0.039,0.136,0.288,0.514,51
51173,0.087,0.079,0.237,0.182,0.415,51
51175,0.019,0.013,0.063,0.216,0.69,51
51177,0.05,0.019,0.03,0.115,0.785,51
51179,0.045,0.035,0.097,0.095,0.728,51
51181,0.006,0.021,0.003,0.249,0.721,51
51183,0.012,0.012,0.06,0.218,0.698,51
51185,0.062,0.104,0.264,0.16,0.41,51
51187,0.027,0.017,0.088,0.2,0.669,51
51191,0.123,0.099,0.144,0.266,0.368,51
51193,0.079,0.036,0.127,0.127,0.631,51
51195,0.025,0.075,0.099,0.158,0.643,51
51197,0.096,0.075,0.172,0.21,0.447,51
51199,0.006,0.021,0.024,0.162,0.786,51
51510,0.032,0.02,0.065,0.17,0.712,51
51520,0.174,0.125,0.075,0.273,0.352,51
51530,0.018,0.15,0.068,0.125,0.639,51
51540,0.023,0.019,0.05,0.075,0.833,51
51550,0.018,0.025,0.095,0.182,0.68,51
51570,0.044,0.045,0.126,0.177,0.608,51
51580,0.184,0.017,0.133,0.188,0.478,51
51590,0.087,0.043,0.209,0.127,0.534,51
51595,0.015,0.001,0.148,0.148,0.687,51
51600,0.025,0.015,0.075,0.173,0.712,51
51610,0.007,0.033,0.038,0.158,0.765,51
51620,0.01,0.027,0.115,0.192,0.656,51
51630,0.038,0.007,0.034,0.136,0.784,51
51640,0.071,0.086,0.049,0.243,0.551,51
51650,0.008,0.025,0.078,0.118,0.771,51
51660,0.029,0.066,0.129,0.205,0.571,51
51670,0.038,0.038,0.149,0.187,0.588,51
51678,0.01,0.146,0.059,0.121,0.663,51
51680,0.07,0.031,0.073,0.222,0.603,51
51683,0.033,0.023,0.027,0.175,0.742,51
51685,0.071,0.025,0.017,0.167,0.72,51
51690,0.063,0.076,0.134,0.163,0.564,51
51700,0.01,0.038,0.035,0.145,0.772,51
51710,0.004,0.03,0.087,0.215,0.664,51
51720,0.017,0.056,0.085,0.155,0.687,51
51730,0.034,0.033,0.116,0.177,0.64,51
51735,0.004,0.014,0.073,0.219,0.69,51
51740,0,0.019,0.122,0.225,0.634,51
51750,0.075,0.045,0.11,0.177,0.593,51
51760,0.06,0.031,0.092,0.275,0.541,51
51770,0.07,0.05,0.088,0.212,0.58,51
51775,0.064,0.039,0.068,0.199,0.63,51
51790,0.027,0.039,0.057,0.158,0.718,51
51800,0.007,0.048,0.171,0.208,0.565,51
51810,0.017,0.041,0.062,0.202,0.678,51
51820,0.027,0.028,0.049,0.186,0.71,51
51830,0.005,0.009,0.001,0.249,0.737,51
51840,0.025,0.056,0.032,0.277,0.611,51
53001,0.077,0.051,0.072,0.076,0.724,53
53003,0.014,0.029,0.115,0.32,0.522,53
53005,0.084,0.011,0.064,0.08,0.761,53
53007,0.062,0.048,0.029,0.297,0.564,53
53009,0.001,0,0.028,0.225,0.746,53
53011,0.02,0.021,0.048,0.17,0.741,53
53013,0.08,0.031,0.079,0.223,0.586,53
53015,0.041,0.02,0.098,0.216,0.625,53
53017,0.067,0.047,0.042,0.271,0.573,53
53019,0.082,0.066,0.082,0.204,0.565,53
53021,0.106,0.013,0.059,0.069,0.753,53
53023,0.031,0.029,0.085,0.292,0.563,53
53025,0.032,0.052,0.108,0.146,0.661,53
53027,0.03,0.009,0.087,0.213,0.662,53
53029,0.015,0.009,0.066,0.15,0.759,53
53031,0.011,0,0.064,0.171,0.754,53
53033,0.016,0.02,0.05,0.191,0.724,53
53035,0.024,0.003,0.051,0.136,0.786,53
53037,0.032,0.084,0.033,0.179,0.672,53
53039,0.038,0.029,0.113,0.288,0.532,53
53041,0.033,0.112,0.128,0.111,0.616,53
53043,0.017,0.086,0.023,0.108,0.765,53
53045,0.011,0.024,0.091,0.152,0.721,53
53047,0.042,0.066,0.075,0.199,0.617,53
53049,0.082,0.016,0.128,0.063,0.712,53
53051,0.027,0.122,0.052,0.212,0.587,53
53053,0.028,0.057,0.103,0.206,0.606,53
53055,0.015,0.004,0.021,0.229,0.73,53
53057,0.035,0.097,0.037,0.177,0.653,53
53059,0.019,0.048,0.092,0.08,0.76,53
53061,0.017,0.014,0.056,0.191,0.721,53
53063,0.033,0.057,0.08,0.151,0.679,53
53065,0.05,0.039,0.069,0.257,0.585,53
53067,0.022,0.051,0.109,0.132,0.685,53
53069,0.045,0.057,0.079,0.161,0.658,53
53071,0.083,0.022,0.061,0.193,0.641,53
53073,0.042,0.028,0.061,0.122,0.747,53
53075,0.002,0.009,0.049,0.31,0.629,53
53077,0.012,0.035,0.069,0.143,0.74,53
54001,0.092,0.031,0.071,0.287,0.519,54
54003,0.065,0.049,0.196,0.166,0.524,54
54005,0.097,0.138,0.093,0.197,0.475,54
54007,0.102,0.131,0.167,0.202,0.398,54
54009,0.067,0.11,0.195,0.192,0.436,54
54011,0.092,0.09,0.154,0.186,0.476,54
54013,0.085,0.07,0.227,0.21,0.408,54
54015,0.098,0.097,0.162,0.152,0.491,54
54017,0.187,0.011,0.075,0.307,0.42,54
54019,0.14,0.088,0.226,0.137,0.409,54
54021,0.141,0.076,0.144,0.236,0.403,54
54023,0.1,0.232,0.067,0.193,0.407,54
54025,0.07,0.03,0.113,0.233,0.554,54
54027,0.021,0.035,0.088,0.236,0.619,54
54029,0.072,0.128,0.151,0.19,0.459,54
54031,0.039,0.152,0.103,0.23,0.476,54
54033,0.132,0.021,0.071,0.319,0.457,54
54035,0.111,0.055,0.097,0.216,0.522,54
54037,0.041,0.038,0.2,0.169,0.552,54
54039,0.145,0.039,0.064,0.147,0.605,54
54041,0.161,0.029,0.068,0.288,0.454,54
54043,0.091,0.077,0.164,0.167,0.501,54
54045,0.082,0.11,0.116,0.247,0.445,54
54047,0.07,0.095,0.189,0.226,0.42,54
54049,0.069,0.06,0.111,0.281,0.479,54
54051,0.075,0.095,0.077,0.256,0.497,54
54053,0.081,0.095,0.195,0.149,0.481,54
54055,0.076,0.152,0.174,0.103,0.495,54
54057,0.033,0.016,0.042,0.234,0.674,54
54059,0.084,0.093,0.093,0.172,0.558,54
54061,0.046,0.077,0.139,0.221,0.517,54
54063,0.048,0.063,0.116,0.14,0.634,54
54065,0.025,0.085,0.169,0.258,0.463,54
54067,0.06,0.088,0.166,0.143,0.542,54
54069,0.108,0.068,0.092,0.243,0.49,54
54071,0.06,0.142,0.128,0.214,0.456,54
54073,0.088,0.108,0.17,0.287,0.346,54
54075,0.075,0.03,0.17,0.227,0.499,54
54077,0.057,0.028,0.087,0.247,0.58,54
54079,0.087,0.048,0.088,0.184,0.593,54
54081,0.087,0.083,0.257,0.148,0.426,54
54083,0.098,0.05,0.14,0.265,0.447,54
54085,0.141,0.059,0.183,0.262,0.356,54
54087,0.082,0.024,0.191,0.21,0.493,54
54089,0.053,0.104,0.166,0.111,0.567,54
54091,0.072,0.032,0.092,0.288,0.517,54
54093,0.108,0.087,0.048,0.292,0.465,54
54095,0.083,0.056,0.137,0.272,0.452,54
54097,0.131,0.039,0.077,0.278,0.475,54
54099,0.111,0.119,0.186,0.162,0.423,54
54101,0.065,0.083,0.163,0.211,0.479,54
54103,0.051,0.067,0.081,0.279,0.521,54
54105,0.112,0.059,0.219,0.222,0.389,54
54107,0.094,0.099,0.149,0.277,0.381,54
54109,0.073,0.098,0.176,0.245,0.408,54
55001,0.163,0.189,0.227,0.213,0.208,55
55003,0.078,0.038,0.118,0.363,0.403,55
55005,0.138,0.163,0.07,0.259,0.37,55
55007,0.067,0.039,0.107,0.392,0.395,55
55009,0.069,0.053,0.184,0.208,0.486,55
55011,0.039,0.106,0.172,0.269,0.414,55
55013,0.097,0.163,0.082,0.236,0.422,55
55015,0.064,0.1,0.141,0.33,0.365,55
55017,0.059,0.098,0.184,0.246,0.414,55
55019,0.162,0.149,0.158,0.146,0.384,55
55021,0.035,0.073,0.082,0.222,0.589,55
55023,0.202,0.033,0.11,0.158,0.497,55
55025,0.017,0.02,0.092,0.23,0.641,55
55027,0.11,0.138,0.166,0.2,0.386,55
55029,0.021,0.03,0.059,0.264,0.627,55
55031,0.044,0.042,0.092,0.327,0.495,55
55033,0.062,0.076,0.179,0.266,0.417,55
55035,0.042,0.076,0.203,0.255,0.424,55
55037,0.053,0.073,0.143,0.238,0.494,55
55039,0.121,0.155,0.158,0.244,0.322,55
55041,0.085,0.053,0.162,0.215,0.484,55
55043,0.103,0.102,0.18,0.166,0.449,55
55045,0.092,0.084,0.119,0.269,0.436,55
55047,0.092,0.122,0.184,0.117,0.486,55
55049,0.065,0.077,0.092,0.333,0.433,55
55051,0.04,0.052,0.142,0.248,0.518,55
55053,0.027,0.1,0.14,0.329,0.404,55
55055,0.114,0.093,0.096,0.179,0.518,55
55057,0.113,0.124,0.18,0.232,0.352,55
55059,0.077,0.083,0.097,0.155,0.589,55
55061,0.033,0.035,0.112,0.208,0.612,55
55063,0.064,0.072,0.076,0.289,0.498,55
55065,0.056,0.098,0.197,0.253,0.396,55
55067,0.085,0.102,0.142,0.239,0.432,55
55069,0.101,0.105,0.132,0.204,0.459,55
55071,0.175,0.089,0.259,0.133,0.345,55
55073,0.123,0.136,0.165,0.236,0.34,55
55075,0.093,0.104,0.066,0.258,0.479,55
55077,0.174,0.191,0.2,0.163,0.271,55
55078,0.042,0.103,0.31,0.246,0.3,55
55079,0.053,0.067,0.119,0.264,0.497,55
55081,0.073,0.03,0.154,0.284,0.46,55
55083,0.07,0.082,0.186,0.215,0.447,55
55085,0.057,0.05,0.155,0.186,0.552,55
55087,0.085,0.124,0.135,0.302,0.353,55
55089,0.076,0.113,0.091,0.3,0.42,55
55091,0.071,0.056,0.198,0.233,0.443,55
55093,0.063,0.094,0.144,0.25,0.449,55
55095,0.081,0.113,0.154,0.253,0.399,55
55097,0.157,0.159,0.215,0.188,0.28,55
55099,0.059,0.081,0.079,0.15,0.631,55
55101,0.061,0.067,0.167,0.193,0.512,55
55103,0.312,0.074,0.055,0.116,0.443,55
55105,0.023,0.139,0.096,0.277,0.464,55
55107,0.095,0.135,0.106,0.168,0.496,55
55109,0.101,0.102,0.085,0.342,0.37,55
55111,0.063,0.163,0.113,0.193,0.468,55
55113,0.058,0.126,0.133,0.256,0.427,55
55115,0.05,0.121,0.355,0.188,0.286,55
55117,0.128,0.114,0.174,0.199,0.385,55
55119,0.201,0.165,0.09,0.12,0.424,55
55121,0.02,0.126,0.085,0.381,0.387,55
55123,0.157,0.052,0.093,0.244,0.454,55
55125,0.051,0.047,0.138,0.231,0.533,55
55127,0.116,0.146,0.137,0.191,0.41,55
55129,0.082,0.168,0.117,0.243,0.39,55
55131,0.031,0.142,0.22,0.298,0.309,55
55133,0.071,0.165,0.145,0.258,0.361,55
55135,0.076,0.069,0.206,0.143,0.506,55
55137,0.109,0.147,0.202,0.186,0.356,55
55139,0.074,0.194,0.126,0.156,0.45,55
55141,0.131,0.177,0.215,0.181,0.296,55
56001,0.136,0.1,0.151,0.181,0.432,56
56003,0.182,0.187,0.12,0.257,0.253,56
56005,0.216,0.164,0.131,0.201,0.289,56
56007,0.044,0.137,0.087,0.278,0.454,56
56009,0.138,0.113,0.121,0.293,0.335,56
56011,0.145,0.115,0.143,0.192,0.404,56
56013,0.16,0.062,0.06,0.294,0.424,56
56015,0.201,0.169,0.111,0.223,0.296,56
56017,0.208,0.093,0.068,0.307,0.324,56
56019,0.183,0.208,0.103,0.216,0.29,56
56021,0.143,0.127,0.1,0.221,0.409,56
56023,0.131,0.183,0.128,0.235,0.324,56
56025,0.1,0.084,0.094,0.325,0.398,56
56027,0.169,0.191,0.177,0.222,0.241,56
56029,0.189,0.153,0.191,0.205,0.262,56
56031,0.149,0.149,0.123,0.16,0.418,56
56033,0.17,0.251,0.099,0.203,0.278,56
56035,0.223,0.111,0.061,0.231,0.374,56
56037,0.061,0.295,0.23,0.146,0.268,56
56039,0.095,0.157,0.16,0.247,0.34,56
56041,0.098,0.278,0.154,0.207,0.264,56
56043,0.204,0.155,0.069,0.285,0.287,56
56045,0.142,0.129,0.148,0.207,0.374,56
