COUNTYFP,NEVER,RARELY,SOMETIMES,FREQUENTLY,ALWAYS,State fips
21239,0.042,0.017,0.049,0.193,0.698,21
22001,0.122,0.111,0.138,0.265,0.362,22
22003,0.196,0.07,0.118,0.2,0.416,22
22005,0.049,0.092,0.142,0.148,0.569,22
22007,0.079,0.034,0.213,0.206,0.468,22
22009,0.13,0.092,0.073,0.246,0.459,22
22011,0.086,0.069,0.169,0.191,0.486,22
22013,0.078,0.052,0.17,0.291,0.409,22
22015,0.068,0.096,0.144,0.225,0.468,22
22017,0.058,0.079,0.158,0.209,0.497,22
22019,0.102,0.139,0.077,0.212,0.471,22
22021,0.102,0.061,0.098,0.241,0.498,22
22023,0.089,0.127,0.079,0.201,0.505,22
22025,0.11,0.056,0.086,0.147,0.6,22
22027,0.146,0.068,0.04,0.273,0.473,22
22029,0.11,0.104,0.112,0.095,0.579,22
22031,0.035,0.075,0.132,0.162,0.596,22
22033,0.052,0.031,0.09,0.183,0.642,22
22035,0.022,0.046,0.121,0.137,0.674,22
22037,0.067,0.053,0.095,0.366,0.42,22
22039,0.215,0.077,0.111,0.211,0.387,22
22041,0.123,0.054,0.102,0.156,0.565,22
22043,0.086,0.041,0.109,0.229,0.535,22
22045,0.112,0.084,0.085,0.253,0.467,22
22047,0.061,0.021,0.084,0.19,0.644,22
22049,0.116,0.083,0.127,0.29,0.383,22
22051,0.044,0.031,0.066,0.174,0.685,22
22053,0.249,0.111,0.09,0.196,0.354,22
22055,0.062,0.083,0.105,0.217,0.533,22
22057,0.078,0.039,0.159,0.151,0.573,22
22059,0.082,0.035,0.089,0.223,0.571,22
22061,0.102,0.08,0.111,0.29,0.417,22
22063,0.06,0.043,0.144,0.29,0.463,22
22065,0.034,0.068,0.109,0.172,0.617,22
22067,0.039,0.105,0.124,0.166,0.566,22
22069,0.096,0.063,0.113,0.167,0.561,22
22071,0.019,0.034,0.087,0.206,0.654,22
22073,0.076,0.098,0.121,0.229,0.476,22
22075,0.065,0.035,0.165,0.222,0.513,22
22077,0.044,0.082,0.068,0.198,0.608,22
22079,0.106,0.046,0.087,0.236,0.524,22
22081,0.068,0.081,0.135,0.189,0.527,22
22083,0.066,0.08,0.126,0.194,0.534,22
22085,0.098,0.08,0.113,0.145,0.564,22
22087,0.035,0.075,0.136,0.23,0.524,22
22089,0.093,0.048,0.027,0.165,0.667,22
22091,0.064,0.126,0.138,0.237,0.434,22
22093,0.034,0.099,0.202,0.061,0.603,22
22095,0.096,0.059,0.19,0.079,0.577,22
22097,0.064,0.105,0.117,0.199,0.515,22
22099,0.069,0.11,0.096,0.178,0.548,22
22101,0.066,0.02,0.179,0.28,0.454,22
22103,0.031,0.073,0.074,0.211,0.611,22
22105,0.066,0.072,0.103,0.193,0.566,22
22107,0.081,0.064,0.097,0.134,0.625,22
22109,0.068,0.052,0.14,0.221,0.519,22
22111,0.071,0.142,0.106,0.244,0.436,22
22113,0.076,0.088,0.115,0.271,0.449,22
22115,0.092,0.066,0.145,0.244,0.453,22
22117,0.103,0.046,0.148,0.242,0.461,22
22119,0.134,0.044,0.063,0.265,0.494,22
22121,0.044,0.04,0.07,0.197,0.649,22
22123,0.022,0.063,0.124,0.114,0.677,22
22125,0.072,0.13,0.037,0.265,0.496,22
22127,0.086,0.106,0.13,0.236,0.443,22
23001,0.083,0.099,0.041,0.199,0.577,23
23003,0.143,0.047,0.12,0.243,0.447,23
23005,0.05,0.053,0.046,0.182,0.669,23
23007,0.006,0.063,0.191,0.161,0.579,23
23009,0.034,0.052,0.118,0.202,0.594,23
23011,0.016,0.074,0.125,0.245,0.54,23
23013,0.007,0.01,0.111,0.248,0.625,23
23015,0.031,0.014,0.065,0.204,0.688,23
23017,0.069,0.065,0.064,0.213,0.589,23
23019,0.038,0.071,0.085,0.189,0.617,23
23021,0.062,0.146,0.123,0.189,0.479,23
23023,0.061,0.026,0.033,0.216,0.664,23
23025,0.035,0.095,0.142,0.17,0.558,23
23027,0.023,0.06,0.15,0.182,0.585,23
23029,0.026,0.032,0.126,0.204,0.612,23
23031,0.076,0.036,0.061,0.173,0.655,23
24001,0.007,0.01,0.035,0.213,0.736,24
24003,0.018,0.022,0.067,0.154,0.739,24
24005,0.013,0.024,0.043,0.142,0.777,24
24009,0.049,0.049,0.071,0.11,0.72,24
24011,0.009,0.019,0.033,0.168,0.77,24
24013,0.014,0.008,0.062,0.17,0.746,24
24015,0.009,0.018,0.054,0.182,0.738,24
24017,0.035,0.034,0.107,0.157,0.667,24
24019,0.02,0.006,0.011,0.119,0.844,24
24021,0.028,0.036,0.062,0.113,0.762,24
24023,0.077,0.008,0.04,0.305,0.571,24
24025,0.008,0.009,0.037,0.168,0.778,24
24027,0.024,0.015,0.067,0.17,0.723,24
24029,0.005,0.014,0.06,0.207,0.714,24
24031,0.025,0.029,0.041,0.128,0.777,24
24033,0.087,0.034,0.064,0.094,0.72,24
24035,0.002,0.042,0.041,0.309,0.605,24
24037,0.04,0.009,0.036,0.152,0.763,24
24039,0.004,0.01,0.047,0.128,0.812,24
24041,0.012,0.012,0.006,0.127,0.843,24
24043,0.031,0.047,0.085,0.194,0.642,24
24045,0.006,0.011,0.063,0.116,0.804,24
24047,0.003,0.004,0.042,0.11,0.842,24
24510,0.024,0.032,0.063,0.148,0.733,24
25001,0.019,0.007,0.026,0.109,0.839,25
25003,0.03,0.004,0.049,0.082,0.834,25
25005,0.016,0.02,0.056,0.161,0.747,25
25007,0.006,0.01,0.037,0.16,0.786,25
25009,0.023,0.01,0.047,0.131,0.788,25
25011,0.043,0.011,0.028,0.156,0.762,25
25013,0.013,0.017,0.055,0.13,0.786,25
25015,0.011,0.006,0.017,0.109,0.857,25
25017,0.023,0.011,0.041,0.127,0.798,25
25019,0.015,0.003,0.034,0.156,0.792,25
25021,0.02,0.015,0.035,0.125,0.805,25
25023,0.014,0.017,0.045,0.112,0.812,25
25025,0.02,0.007,0.049,0.136,0.788,25
25027,0.02,0.027,0.043,0.142,0.768,25
26001,0.065,0.046,0.133,0.18,0.576,26
26003,0.025,0.034,0.118,0.229,0.595,26
26005,0.05,0.035,0.133,0.283,0.5,26
26007,0.025,0.04,0.144,0.18,0.612,26
26009,0.027,0.042,0.088,0.218,0.625,26
26011,0.052,0.136,0.076,0.252,0.484,26
26013,0.012,0.063,0.109,0.257,0.558,26
26015,0.043,0.121,0.121,0.211,0.504,26
26017,0.014,0.055,0.103,0.202,0.627,26
26019,0.01,0.049,0.062,0.164,0.715,26
26021,0.039,0.037,0.122,0.247,0.555,26
26023,0.072,0.091,0.205,0.234,0.399,26
26025,0.063,0.121,0.078,0.178,0.559,26
26027,0.046,0.076,0.123,0.274,0.48,26
26029,0.027,0.057,0.085,0.205,0.626,26
26031,0.027,0.052,0.086,0.252,0.584,26
26033,0.03,0.022,0.068,0.287,0.593,26
26035,0.05,0.026,0.102,0.308,0.514,26
26037,0.033,0.056,0.046,0.263,0.603,26
26039,0.043,0.05,0.061,0.181,0.666,26
26041,0.058,0.023,0.17,0.217,0.532,26
26043,0.043,0.065,0.127,0.249,0.516,26
26045,0.047,0.039,0.147,0.247,0.52,26
26047,0.025,0.062,0.075,0.219,0.618,26
26049,0.032,0.043,0.104,0.288,0.533,26
26051,0.025,0.024,0.109,0.338,0.503,26
26053,0.039,0.064,0.139,0.257,0.501,26
26055,0.004,0.041,0.082,0.2,0.672,26
26057,0.057,0.074,0.105,0.169,0.596,26
26059,0.135,0.075,0.119,0.247,0.424,26
26061,0.008,0.078,0.129,0.281,0.505,26
26063,0.08,0.072,0.032,0.271,0.544,26
26065,0.062,0.03,0.076,0.237,0.595,26
26067,0.035,0.203,0.139,0.229,0.394,26
26069,0.1,0.084,0.099,0.206,0.511,26
26071,0.046,0.068,0.126,0.227,0.533,26
26073,0.096,0.057,0.112,0.191,0.544,26
26075,0.11,0.08,0.133,0.166,0.511,26
26077,0.02,0.059,0.062,0.167,0.693,26
26079,0.018,0.037,0.07,0.228,0.646,26
26081,0.019,0.061,0.063,0.215,0.641,26
26083,0.006,0.071,0.129,0.277,0.518,26
26085,0.052,0.122,0.073,0.204,0.548,26
26087,0.036,0.105,0.104,0.133,0.622,26
26089,0.003,0.038,0.092,0.203,0.663,26
26091,0.018,0.027,0.083,0.26,0.612,26
26093,0.042,0.021,0.052,0.198,0.687,26
26095,0.028,0.03,0.088,0.237,0.617,26
26097,0.032,0.04,0.073,0.256,0.599,26
26099,0.034,0.043,0.09,0.145,0.688,26
26101,0.035,0.05,0.087,0.121,0.707,26
26103,0.016,0.045,0.11,0.251,0.578,26
26105,0.046,0.054,0.199,0.14,0.561,26
26107,0.091,0.104,0.087,0.243,0.475,26
26109,0.059,0.073,0.068,0.253,0.547,26
26111,0.031,0.03,0.098,0.214,0.626,26
26113,0.025,0.036,0.082,0.191,0.666,26
26115,0.066,0.035,0.054,0.183,0.663,26
26117,0.028,0.137,0.167,0.21,0.458,26
26119,0.044,0.071,0.126,0.186,0.574,26
26121,0.084,0.045,0.1,0.16,0.611,26
26123,0.099,0.121,0.027,0.3,0.454,26
26125,0.028,0.027,0.049,0.169,0.727,26
26127,0.074,0.033,0.114,0.163,0.616,26
26129,0.061,0.117,0.106,0.259,0.458,26
26131,0.025,0.086,0.123,0.265,0.501,26
26133,0.07,0.073,0.089,0.238,0.531,26
26135,0.057,0.073,0.096,0.181,0.593,26
26137,0.06,0.068,0.097,0.172,0.602,26
26139,0.042,0.057,0.12,0.251,0.531,26
26141,0.02,0.04,0.143,0.223,0.575,26
26143,0.012,0.037,0.097,0.217,0.637,26
26145,0.031,0.073,0.082,0.197,0.616,26
26147,0.051,0.069,0.046,0.194,0.64,26
26149,0.048,0.079,0.197,0.189,0.488,26
26151,0.078,0.112,0.077,0.21,0.522,26
26153,0.041,0.021,0.14,0.187,0.611,26
26155,0.116,0.046,0.065,0.297,0.475,26
26157,0.091,0.05,0.078,0.246,0.536,26
26159,0.025,0.068,0.137,0.183,0.587,26
26161,0.019,0.022,0.046,0.18,0.733,26
26163,0.046,0.032,0.075,0.156,0.69,26
26165,0.036,0.056,0.077,0.171,0.659,26
27001,0.187,0.115,0.075,0.247,0.375,27
27003,0.054,0.078,0.132,0.245,0.492,27
27005,0.052,0.28,0.175,0.24,0.252,27
27007,0.094,0.155,0.225,0.185,0.34,27
27009,0.084,0.139,0.209,0.147,0.42,27
27011,0.256,0.121,0.185,0.146,0.292,27
27013,0.065,0.078,0.146,0.276,0.435,27
27015,0.101,0.061,0.251,0.265,0.322,27
27017,0.058,0.054,0.09,0.329,0.469,27
27019,0.024,0.128,0.183,0.296,0.368,27
27021,0.105,0.127,0.107,0.235,0.426,27
27023,0.108,0.106,0.244,0.224,0.318,27
27025,0.064,0.104,0.165,0.253,0.414,27
27027,0.092,0.121,0.138,0.23,0.419,27
27029,0.065,0.21,0.203,0.172,0.351,27
27031,0.184,0.02,0.038,0.257,0.5,27
27033,0.216,0.045,0.262,0.215,0.263,27
27035,0.147,0.112,0.081,0.249,0.411,27
27037,0.072,0.076,0.129,0.236,0.488,27
27039,0.035,0.096,0.071,0.325,0.473,27
27041,0.099,0.178,0.148,0.225,0.35,27
27043,0.078,0.158,0.163,0.261,0.34,27
27045,0.026,0.102,0.099,0.29,0.483,27
27047,0.135,0.085,0.206,0.283,0.291,27
27049,0.03,0.039,0.138,0.28,0.513,27
27051,0.11,0.137,0.193,0.165,0.396,27
27053,0.021,0.044,0.096,0.243,0.596,27
27055,0.072,0.08,0.086,0.283,0.478,27
27057,0.078,0.15,0.164,0.227,0.38,27
27059,0.104,0.099,0.215,0.14,0.442,27
27061,0.162,0.142,0.151,0.209,0.336,27
27063,0.325,0.024,0.14,0.171,0.34,27
27065,0.223,0.148,0.137,0.146,0.346,27
27067,0.109,0.107,0.182,0.29,0.312,27
27069,0.068,0.168,0.221,0.251,0.292,27
27071,0.159,0.183,0.087,0.255,0.316,27
27073,0.184,0.096,0.248,0.179,0.293,27
27075,0.087,0.033,0.075,0.341,0.464,27
27077,0.091,0.171,0.176,0.249,0.313,27
27079,0.055,0.168,0.147,0.254,0.377,27
27081,0.11,0.078,0.203,0.292,0.317,27
27083,0.134,0.075,0.242,0.21,0.339,27
27085,0.061,0.176,0.193,0.383,0.186,27
27087,0.07,0.279,0.083,0.185,0.382,27
27089,0.078,0.152,0.221,0.234,0.315,27
27091,0.18,0.115,0.134,0.205,0.366,27
27093,0.072,0.144,0.094,0.323,0.367,27
27095,0.224,0.122,0.159,0.146,0.349,27
27097,0.14,0.126,0.121,0.24,0.373,27
27099,0.071,0.107,0.113,0.262,0.448,27
27101,0.131,0.071,0.224,0.27,0.303,27
27103,0.063,0.085,0.164,0.296,0.392,27
27105,0.244,0.078,0.18,0.215,0.284,27
27107,0.122,0.154,0.109,0.186,0.428,27
27109,0.023,0.101,0.057,0.333,0.485,27
27111,0.078,0.182,0.278,0.17,0.291,27
27113,0.081,0.197,0.211,0.205,0.306,27
27115,0.178,0.143,0.074,0.242,0.364,27
27117,0.088,0.182,0.132,0.281,0.317,27
27119,0.104,0.208,0.197,0.196,0.295,27
27121,0.139,0.147,0.103,0.216,0.395,27
27123,0.044,0.046,0.086,0.259,0.564,27
27125,0.095,0.241,0.194,0.184,0.286,27
27127,0.081,0.123,0.248,0.255,0.293,27
27129,0.05,0.136,0.193,0.374,0.247,27
27131,0.089,0.038,0.117,0.301,0.454,27
27133,0.095,0.22,0.11,0.247,0.328,27
27135,0.077,0.151,0.211,0.234,0.327,27
27137,0.095,0.052,0.098,0.297,0.457,27
27139,0.021,0.057,0.12,0.319,0.482,27
27141,0.064,0.175,0.175,0.239,0.346,27
27143,0.04,0.175,0.172,0.38,0.233,27
27145,0.082,0.142,0.187,0.174,0.415,27
27147,0.074,0.062,0.144,0.354,0.365,27
27149,0.169,0.126,0.117,0.192,0.397,27
27151,0.17,0.113,0.152,0.212,0.353,27
27153,0.097,0.198,0.146,0.196,0.363,27
27155,0.196,0.139,0.16,0.11,0.395,27
27157,0.041,0.085,0.129,0.318,0.427,27
27159,0.061,0.211,0.157,0.203,0.367,27
27161,0.074,0.048,0.117,0.332,0.429,27
27163,0.044,0.088,0.103,0.262,0.503,27
27165,0.149,0.053,0.225,0.221,0.352,27
27167,0.166,0.148,0.239,0.096,0.352,27
27169,0.029,0.151,0.057,0.328,0.435,27
27171,0.083,0.109,0.162,0.259,0.387,27
27173,0.122,0.096,0.254,0.202,0.326,27
28001,0.113,0.112,0.131,0.084,0.56,28
28003,0.069,0.131,0.15,0.222,0.428,28
28005,0.11,0.092,0.122,0.204,0.473,28
28007,0.065,0.104,0.092,0.139,0.601,28
28009,0.018,0.014,0.246,0.233,0.489,28
28011,0.123,0.046,0.127,0.249,0.456,28
28013,0.074,0.161,0.092,0.179,0.494,28
28015,0.08,0.144,0.119,0.12,0.537,28
28017,0.07,0.134,0.088,0.182,0.525,28
28019,0.035,0.094,0.064,0.219,0.588,28
28021,0.038,0.061,0.088,0.214,0.598,28
28023,0.044,0.021,0.133,0.205,0.597,28
28025,0.029,0.082,0.098,0.214,0.577,28
28027,0.038,0.056,0.118,0.33,0.459,28
28029,0.073,0.084,0.134,0.157,0.552,28
28031,0.11,0.105,0.085,0.193,0.506,28
28033,0.055,0.078,0.088,0.236,0.543,28
28035,0.072,0.042,0.091,0.267,0.527,28
28037,0.087,0.112,0.154,0.138,0.509,28
28039,0.037,0.102,0.088,0.346,0.428,28
28041,0.015,0.112,0.07,0.262,0.541,28
28043,0.056,0.135,0.133,0.189,0.486,28
28045,0.063,0.09,0.089,0.254,0.503,28
28047,0.093,0.071,0.142,0.237,0.457,28
28049,0.019,0.096,0.115,0.183,0.588,28
28051,0.062,0.072,0.095,0.099,0.672,28
28053,0.117,0.071,0.098,0.104,0.61,28
28055,0.03,0.06,0.137,0.162,0.612,28
28057,0.116,0.074,0.155,0.191,0.464,28
28059,0.077,0.092,0.12,0.24,0.472,28
28061,0.066,0.09,0.144,0.167,0.533,28
28063,0.076,0.083,0.137,0.15,0.555,28
28065,0.141,0.132,0.101,0.181,0.445,28
28067,0.069,0.079,0.118,0.169,0.565,28
28069,0.032,0.021,0.082,0.177,0.687,28
28071,0.019,0.059,0.161,0.2,0.56,28
28073,0.087,0.045,0.08,0.27,0.517,28
28075,0.036,0.018,0.105,0.197,0.643,28
28077,0.119,0.133,0.142,0.135,0.471,28
28079,0.031,0.04,0.139,0.158,0.633,28
28081,0.094,0.092,0.13,0.18,0.505,28
28083,0.122,0.093,0.119,0.129,0.537,28
28085,0.077,0.129,0.136,0.142,0.516,28
28087,0.018,0.052,0.148,0.193,0.59,28
28089,0.029,0.043,0.184,0.242,0.502,28
28091,0.137,0.096,0.103,0.255,0.408,28
28093,0.013,0.006,0.13,0.301,0.55,28
28095,0.087,0.064,0.139,0.171,0.539,28
28097,0.058,0.176,0.109,0.147,0.51,28
28099,0.017,0.018,0.066,0.171,0.729,28
28101,0.01,0.025,0.1,0.203,0.662,28
28103,0.009,0.034,0.112,0.203,0.642,28
28105,0.015,0.07,0.081,0.242,0.591,28
28107,0.061,0.158,0.113,0.269,0.399,28
28109,0.05,0.124,0.088,0.251,0.487,28
28111,0.057,0.056,0.11,0.273,0.503,28
28113,0.116,0.092,0.106,0.155,0.531,28
28115,0.06,0.113,0.114,0.197,0.516,28
28117,0.103,0.104,0.17,0.234,0.389,28
28119,0.041,0.101,0.1,0.312,0.446,28
28121,0.031,0.103,0.127,0.179,0.561,28
28123,0.026,0.049,0.129,0.252,0.543,28
28125,0.066,0.068,0.148,0.128,0.59,28
28127,0.081,0.124,0.149,0.154,0.491,28
28129,0.106,0.172,0.111,0.194,0.417,28
28131,0.109,0.064,0.124,0.224,0.479,28
28133,0.137,0.064,0.118,0.182,0.498,28
28135,0.061,0.086,0.118,0.274,0.461,28
28137,0.097,0.052,0.149,0.265,0.437,28
28139,0.068,0.069,0.217,0.213,0.434,28
28141,0.072,0.179,0.155,0.225,0.37,28
28143,0.131,0.036,0.089,0.176,0.568,28
28145,0.078,0.085,0.148,0.219,0.47,28
28147,0.158,0.086,0.134,0.213,0.409,28
28149,0.021,0.079,0.095,0.217,0.586,28
28151,0.138,0.084,0.164,0.114,0.5,28
28153,0.037,0.062,0.121,0.194,0.587,28
28155,0.052,0.145,0.079,0.222,0.502,28
28157,0.146,0.143,0.075,0.155,0.481,28
28159,0.029,0.038,0.057,0.199,0.676,28
28161,0.029,0.108,0.121,0.217,0.523,28
28163,0.05,0.038,0.145,0.159,0.608,28
29001,0.067,0.098,0.187,0.253,0.395,29
29003,0.133,0.197,0.164,0.234,0.272,29
29005,0.09,0.144,0.097,0.287,0.382,29
29007,0.11,0.078,0.203,0.281,0.327,29
29009,0.106,0.06,0.256,0.235,0.343,29
29011,0.15,0.131,0.134,0.111,0.474,29
29013,0.138,0.068,0.112,0.237,0.444,29
29015,0.188,0.122,0.168,0.277,0.245,29
29017,0.097,0.152,0.132,0.268,0.35,29
29019,0.073,0.075,0.113,0.224,0.515,29
29021,0.121,0.183,0.175,0.219,0.302,29
29023,0.189,0.175,0.16,0.135,0.342,29
29025,0.109,0.133,0.211,0.18,0.367,29
29027,0.123,0.12,0.217,0.196,0.344,29
29029,0.266,0.093,0.147,0.124,0.371,29
29031,0.08,0.109,0.137,0.285,0.389,29
29033,0.155,0.13,0.078,0.286,0.351,29
29035,0.159,0.285,0.151,0.125,0.281,29
29037,0.027,0.082,0.17,0.185,0.535,29
29039,0.275,0.056,0.173,0.155,0.341,29
29041,0.117,0.141,0.084,0.278,0.38,29
29043,0.13,0.113,0.053,0.253,0.451,29
29045,0.154,0.138,0.165,0.223,0.32,29
29047,0.033,0.037,0.076,0.199,0.655,29
29049,0.066,0.103,0.106,0.209,0.517,29
29051,0.087,0.185,0.107,0.187,0.434,29
29053,0.06,0.09,0.127,0.183,0.54,29
29055,0.167,0.148,0.136,0.159,0.391,29
29057,0.312,0.044,0.138,0.136,0.369,29
29059,0.165,0.143,0.167,0.154,0.371,29
29061,0.124,0.166,0.172,0.247,0.291,29
29063,0.144,0.133,0.159,0.241,0.323,29
29065,0.167,0.169,0.175,0.196,0.293,29
29067,0.285,0.149,0.07,0.167,0.328,29
29069,0.068,0.085,0.154,0.215,0.478,29
29071,0.122,0.086,0.1,0.233,0.458,29
29073,0.086,0.207,0.168,0.135,0.404,29
29075,0.101,0.166,0.182,0.299,0.251,29
29077,0.099,0.082,0.128,0.272,0.418,29
29079,0.195,0.193,0.129,0.247,0.236,29
29081,0.173,0.128,0.215,0.248,0.236,29
29083,0.128,0.147,0.117,0.345,0.262,29
29085,0.182,0.18,0.159,0.164,0.316,29
29087,0.129,0.223,0.156,0.232,0.26,29
29089,0.076,0.096,0.107,0.191,0.531,29
29091,0.301,0.142,0.208,0.107,0.242,29
29093,0.133,0.091,0.072,0.28,0.423,29
29095,0.027,0.066,0.088,0.21,0.609,29
29097,0.138,0.152,0.147,0.176,0.388,29
29099,0.042,0.117,0.178,0.216,0.447,29
29101,0.168,0.107,0.026,0.189,0.511,29
29103,0.082,0.112,0.182,0.271,0.353,29
29105,0.313,0.121,0.172,0.107,0.287,29
29107,0.033,0.098,0.052,0.247,0.571,29
29109,0.241,0.05,0.251,0.222,0.237,29
29111,0.164,0.109,0.177,0.23,0.32,29
29113,0.063,0.119,0.236,0.282,0.299,29
29115,0.126,0.156,0.118,0.274,0.326,29
29117,0.15,0.228,0.111,0.25,0.26,29
29119,0.152,0.145,0.089,0.138,0.476,29
29121,0.118,0.127,0.158,0.258,0.338,29
29123,0.082,0.124,0.092,0.296,0.406,29
29125,0.098,0.158,0.121,0.198,0.424,29
29127,0.178,0.093,0.212,0.185,0.332,29
29129,0.23,0.13,0.216,0.162,0.261,29
29131,0.2,0.126,0.137,0.147,0.39,29
29133,0.129,0.097,0.141,0.221,0.413,29
29135,0.102,0.268,0.11,0.202,0.318,29
29137,0.164,0.105,0.182,0.203,0.346,29
29139,0.062,0.077,0.161,0.307,0.392,29
29141,0.211,0.118,0.175,0.193,0.304,29
29143,0.098,0.112,0.149,0.18,0.461,29
29145,0.156,0.121,0.14,0.211,0.373,29
29147,0.093,0.193,0.16,0.283,0.272,29
29149,0.142,0.196,0.293,0.129,0.241,29
29151,0.067,0.133,0.171,0.16,0.469,29
29153,0.179,0.128,0.128,0.13,0.435,29
29155,0.079,0.134,0.175,0.204,0.407,29
29157,0.032,0.102,0.156,0.302,0.408,29
29159,0.185,0.111,0.156,0.254,0.294,29
29161,0.139,0.177,0.119,0.244,0.32,29
29163,0.082,0.128,0.363,0.263,0.164,29
29165,0.044,0.04,0.088,0.189,0.638,29
29167,0.183,0.109,0.103,0.189,0.416,29
29169,0.208,0.103,0.16,0.175,0.354,29
29171,0.107,0.111,0.209,0.191,0.382,29
29173,0.16,0.106,0.248,0.196,0.29,29
29175,0.163,0.088,0.145,0.194,0.41,29
29177,0.073,0.124,0.233,0.184,0.386,29
29179,0.137,0.183,0.085,0.229,0.366,29
29181,0.126,0.254,0.161,0.15,0.308,29
29183,0.041,0.05,0.091,0.286,0.532,29
29185,0.163,0.145,0.182,0.279,0.23,29
29186,0.025,0.14,0.144,0.311,0.38,29
29187,0.103,0.12,0.085,0.264,0.428,29
29189,0.024,0.028,0.069,0.182,0.697,29
29195,0.083,0.23,0.112,0.186,0.389,29
29197,0.05,0.101,0.211,0.222,0.416,29
29199,0.073,0.112,0.209,0.246,0.361,29
29201,0.125,0.115,0.128,0.247,0.385,29
29203,0.212,0.25,0.198,0.098,0.243,29
29205,0.142,0.144,0.16,0.238,0.317,29
29207,0.137,0.12,0.156,0.176,0.411,29
29209,0.056,0.093,0.171,0.247,0.434,29
29211,0.136,0.127,0.174,0.223,0.341,29
29213,0.053,0.079,0.214,0.155,0.499,29
29215,0.309,0.171,0.231,0.106,0.183,29
29217,0.164,0.105,0.11,0.125,0.496,29
29219,0.11,0.083,0.111,0.25,0.446,29
29221,0.181,0.092,0.118,0.191,0.418,29
29223,0.191,0.171,0.13,0.196,0.313,29
29225,0.297,0.09,0.162,0.137,0.313,29
29227,0.098,0.17,0.218,0.272,0.241,29
29229,0.419,0.139,0.187,0.1,0.155,29
29510,0.039,0.017,0.08,0.137,0.726,29
30001,0.165,0.127,0.102,0.18,0.425,30
30003,0.136,0.196,0.147,0.25,0.271,30
30005,0.287,0.08,0.188,0.252,0.192,30
30007,0.165,0.098,0.099,0.199,0.439,30
30009,0.14,0.169,0.163,0.26,0.267,30
30011,0.123,0.121,0.127,0.212,0.417,30
30013,0.17,0.143,0.16,0.145,0.382,30
30015,0.196,0.135,0.171,0.152,0.346,30
30017,0.085,0.261,0.144,0.28,0.23,30
30019,0.172,0.244,0.186,0.269,0.129,30
30021,0.139,0.249,0.176,0.274,0.161,30
30023,0.141,0.173,0.064,0.133,0.489,30
30025,0.118,0.199,0.146,0.296,0.24,30
30027,0.284,0.111,0.157,0.187,0.261,30
30029,0.076,0.167,0.159,0.224,0.374,30
30031,0.132,0.093,0.115,0.213,0.448,30
30033,0.134,0.199,0.18,0.265,0.221,30
30035,0.084,0.154,0.17,0.196,0.396,30
30037,0.134,0.181,0.168,0.246,0.271,30
30039,0.116,0.17,0.109,0.183,0.422,30
30041,0.27,0.106,0.159,0.192,0.273,30
30043,0.158,0.111,0.076,0.169,0.487,30
30045,0.233,0.11,0.17,0.139,0.349,30
30047,0.087,0.23,0.128,0.206,0.349,30
30049,0.149,0.107,0.08,0.185,0.479,30
30051,0.188,0.146,0.167,0.147,0.352,30
30053,0.118,0.174,0.118,0.188,0.402,30
30055,0.142,0.274,0.179,0.267,0.139,30
30057,0.172,0.113,0.105,0.21,0.4,30
30059,0.188,0.093,0.12,0.203,0.396,30
30061,0.097,0.278,0.119,0.183,0.323,30
30063,0.091,0.2,0.128,0.209,0.372,30
30065,0.128,0.178,0.169,0.257,0.268,30
30067,0.114,0.099,0.106,0.214,0.467,30
30069,0.157,0.154,0.174,0.247,0.269,30
30071,0.229,0.114,0.214,0.296,0.147,30
30073,0.123,0.175,0.17,0.142,0.39,30
30075,0.193,0.24,0.106,0.188,0.273,30
30077,0.118,0.144,0.069,0.14,0.53,30
30079,0.101,0.27,0.171,0.283,0.176,30
30081,0.121,0.177,0.114,0.195,0.393,30
30083,0.176,0.216,0.162,0.255,0.191,30
30085,0.169,0.246,0.178,0.261,0.146,30
30087,0.126,0.214,0.143,0.248,0.269,30
30089,0.15,0.204,0.191,0.172,0.283,30
30091,0.179,0.203,0.178,0.256,0.185,30
30093,0.158,0.138,0.059,0.143,0.503,30
30095,0.126,0.173,0.16,0.255,0.286,30
30097,0.116,0.157,0.126,0.227,0.374,30
30099,0.134,0.176,0.147,0.152,0.391,30
30101,0.138,0.165,0.178,0.135,0.384,30
30103,0.122,0.188,0.16,0.259,0.27,30
30105,0.172,0.235,0.187,0.291,0.115,30
30107,0.214,0.135,0.144,0.189,0.318,30
30109,0.165,0.219,0.161,0.267,0.187,30
30111,0.129,0.177,0.167,0.262,0.265,30
31001,0.057,0.128,0.089,0.291,0.435,31
31003,0.198,0.096,0.191,0.161,0.354,31
31005,0.144,0.135,0.117,0.248,0.356,31
31007,0.249,0.128,0.134,0.216,0.272,31
31009,0.176,0.103,0.123,0.305,0.293,31
31011,0.156,0.08,0.151,0.197,0.415,31
31013,0.303,0.112,0.096,0.285,0.203,31
31015,0.081,0.159,0.267,0.184,0.309,31
31017,0.141,0.082,0.167,0.275,0.335,31
31019,0.065,0.113,0.104,0.327,0.391,31
31021,0.066,0.063,0.09,0.321,0.46,31
31023,0.027,0.105,0.263,0.238,0.365,31
31025,0.042,0.049,0.119,0.24,0.55,31
31027,0.207,0.163,0.161,0.177,0.293,31
31029,0.055,0.192,0.156,0.232,0.364,31
31031,0.158,0.042,0.095,0.377,0.328,31
